Skills,HTML,Wireframing and Prototyping,MongoDB,Build Automation,Kubernetes,Hardware/Software Integration,Data Visualization,DevOps,User Research,Microsoft SQL Server,System Architecture Design,Azure,Virtualization VMware,Risk Management,Data Mining,Usability Testing,Security Best Practices,Cloud Architecture,Selenium,CoAP,Firewall Configuration,Cloud Native Application Development,IoT,Routing and Switching,PyTorch,Incident Response,SVN,Docker,UX Design,Git,Scalability and Performance Optimization,TCP/IP,Technical Documentation,scikit-learn,Vue.js,TensorFlow,Cassandra,ETL,Responsive Design,SQL,Performance Testing,Data Warehousing,GCP,Hadoop,Project Planning,UX/UI Design and Prototyping,MySQL,RDBMS,Computer Vision,Data Manipulation and Cleaning,Data Manipulation,UI Design,Data Modeling,Oracle,Virtualization Hyper-V,Security Auditing,Adobe XD,Cross Browser Compatibility,User Centric Design,Scrum,IT Support,Cryptocurrency development,Active Directory,Web Accessibility,System Administration,JUnit,Budgeting,Disaster Recovery Planning,Manual Testing,RESTful Architecture,Troubleshooting,React,Server Administration,Network Security,Malware Analysis,Django,Natural Language Processing,Continuous Integration/Continuous Deployment,Test-Driven Development (TDD),GraphQL,Web Development,Wireless Networking,PostgreSQL,Big Data Technologies,Android Mobile App Development,Flask,REST,Smart contracts,Integration Testing and System Testing,iOS Mobile App Development,JavaScript,AI,Machine Learning,Network Monitoring,Matplotlib,Embedded Systems,Spark,Penetration Testing,Software Design Patterns,Node.js,Sensor Integration,Kanban,VoIP (Voice over Internet Protocol),Agile Methodologies,CSS,Blockchain security,Cryptography,Flutter,Sketch,Backup and Recovery,Quality Assurance,Ethical Hacking,NoSQL,React Native,Pandas,Real-Time Systems,AWS,Angular,Responsive Web Design,Data Engineering,VPN,pytest,Memory Management and Performance Profiling,Intrusion Detection,MQTT
import-export,0.35,0.05,0.05,0.04,0.12,0.11,0.19,0.05,0.03,0.1,0.08,0.32,0.02,0.1,0.01,0.12,0.04,0.04,0.25,0.64,0.03,0.1,0.0,0.22,0.07,0.06,0.35,0.34,0.02,0.34,0.12,0.01,0.2,0.0,0.11,0.37,0.28,0.79,0.16,0.06,0.11,0.0,0.26,0.02,0.05,0.02,0.02,0.1,0.01,0.07,0.11,0.13,0.1,0.1,0.01,0.01,0.19,0.05,0.02,0.01,0.04,0.04,0.05,0.05,0.05,0.18,0.0,0.01,0.02,0.0,0.12,0.12,0.02,0.08,0.07,0.45,0.03,0.01,0.01,0.14,0.02,0.0,0.06,0.02,0.25,0.38,0.01,0.15,0.02,0.3,0.56,0.07,0.35,0.05,0.04,0.09,0.26,0.05,0.18,0.35,0.02,0.35,0.0,0.04,0.34,0.08,0.01,0.39,0.07,0.14,0.05,0.01,0.01,0.02,0.15,0.09,0.06,0.26,0.13,0.04,0.15,0.19,0.01,0.04,0.18
in Console Access Request,0.54,0.04,0.53,0.19,0.54,0.02,0.03,0.32,0.01,0.28,0.02,0.67,0.23,0.08,0.02,0.42,0.45,0.03,0.52,0.92,0.0,0.07,0.1,0.27,0.19,0.09,0.48,0.11,0.04,0.34,0.45,0.16,0.08,0.2,0.04,0.18,0.72,0.56,0.45,0.55,0.16,0.01,0.54,0.15,0.01,0.09,0.56,0.23,0.01,0.1,0.14,0.24,0.0,0.66,0.18,0.01,0.57,0.03,0.24,0.02,0.41,0.15,0.0,0.18,0.1,0.12,0.01,0.01,0.07,0.4,0.57,0.31,0.05,0.2,0.24,0.66,0.18,0.22,0.16,0.01,0.16,0.01,0.36,0.27,0.01,0.69,0.15,0.05,0.07,0.01,0.56,0.36,0.33,0.01,0.0,0.27,0.67,0.2,0.06,0.45,0.01,0.41,0.16,0.19,0.28,0.1,0.2,0.75,0.02,0.48,0.12,0.25,0.17,0.47,0.73,0.28,0.58,0.53,0.16,0.07,0.03,0.03,0.0,0.07,0.6
indycrypto,0.0,0.07,0.0,0.05,0.0,0.29,0.11,0.0,0.07,0.0,0.0,0.0,0.0,0.05,0.2,0.04,0.21,0.0,0.0,0.08,0.01,0.02,0.0,0.33,0.0,0.03,0.01,0.0,0.0,0.01,0.3,0.0,0.18,0.0,0.0,0.0,0.01,0.0,0.07,0.0,0.17,0.0,0.0,0.0,0.06,0.04,0.0,0.0,0.0,0.13,0.06,0.0,0.05,0.0,0.0,0.1,0.0,0.01,0.01,0.0,0.03,0.15,0.0,0.01,0.01,0.0,0.0,0.01,0.02,0.0,0.18,0.07,0.03,0.26,0.12,0.0,0.0,0.11,0.04,0.0,0.0,0.0,0.0,0.0,0.09,0.04,0.01,0.0,0.03,0.02,0.0,0.02,0.14,0.08,0.0,0.03,0.01,0.03,0.09,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.09,0.02,0.0,0.42,0.07,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.0,0.01,0.01,0.0
internet-explorer,0.59,0.07,0.23,0.01,0.82,0.34,0.12,0.0,0.08,0.0,0.0,0.85,0.0,0.04,0.03,0.17,0.01,0.02,0.81,0.57,0.0,0.23,0.79,0.57,0.44,0.13,0.15,0.01,0.03,0.7,0.42,0.7,0.12,0.0,0.01,0.53,0.14,0.71,0.29,0.0,0.23,0.0,0.35,0.0,0.01,0.38,0.0,0.0,0.01,0.17,0.12,0.17,0.01,0.11,0.0,0.0,0.28,0.33,0.11,0.0,0.01,0.01,0.0,0.79,0.0,0.12,0.0,0.0,0.06,0.0,0.04,0.09,0.0,0.01,0.41,0.03,0.01,0.28,0.12,0.01,0.75,0.53,0.0,0.08,0.43,0.5,0.0,0.01,0.03,0.38,0.66,0.56,0.35,0.06,0.0,0.23,0.84,0.23,0.09,0.45,0.12,0.02,0.01,0.04,0.26,0.0,0.03,0.7,0.01,0.28,0.01,0.02,0.01,0.09,0.0,0.06,0.87,0.25,0.34,0.01,0.62,0.23,0.0,0.15,0.46
ioslib,0.08,0.27,0.0,0.29,0.01,0.45,0.29,0.02,0.25,0.0,0.16,0.09,0.0,0.18,0.27,0.3,0.25,0.01,0.0,0.05,0.1,0.26,0.01,0.52,0.0,0.31,0.01,0.0,0.07,0.08,0.38,0.01,0.33,0.02,0.0,0.0,0.02,0.1,0.42,0.0,0.33,0.19,0.01,0.0,0.15,0.27,0.0,0.0,0.03,0.27,0.2,0.11,0.28,0.01,0.0,0.2,0.0,0.27,0.35,0.0,0.34,0.06,0.0,0.37,0.24,0.0,0.07,0.12,0.19,0.09,0.38,0.22,0.21,0.28,0.24,0.0,0.41,0.49,0.28,0.0,0.22,0.5,0.0,0.37,0.2,0.16,0.04,0.35,0.25,0.03,0.2,0.02,0.49,0.28,0.0,0.36,0.16,0.18,0.25,0.0,0.36,0.01,0.21,0.12,0.0,0.09,0.22,0.15,0.14,0.54,0.28,0.09,0.01,0.11,0.0,0.21,0.0,0.23,0.4,0.26,0.03,0.14,0.23,0.25,0.01
ip_diffim,0.21,0.43,0.07,0.44,0.08,0.42,0.45,0.26,0.26,0.03,0.18,0.36,0.24,0.32,0.5,0.38,0.33,0.08,0.04,0.25,0.51,0.41,0.07,0.61,0.03,0.33,0.03,0.15,0.11,0.28,0.45,0.23,0.29,0.04,0.06,0.46,0.05,0.08,0.45,0.06,0.47,0.35,0.09,0.16,0.25,0.3,0.0,0.02,0.4,0.4,0.37,0.22,0.46,0.11,0.12,0.39,0.1,0.58,0.31,0.06,0.4,0.22,0.06,0.4,0.35,0.18,0.2,0.3,0.38,0.2,0.45,0.33,0.47,0.45,0.36,0.02,0.35,0.5,0.37,0.18,0.33,0.53,0.04,0.34,0.44,0.42,0.07,0.49,0.33,0.41,0.48,0.31,0.54,0.55,0.0,0.43,0.18,0.36,0.22,0.28,0.47,0.06,0.38,0.21,0.04,0.28,0.39,0.36,0.18,0.5,0.37,0.27,0.24,0.37,0.04,0.29,0.23,0.52,0.44,0.38,0.16,0.45,0.37,0.43,0.02
ip_isr,0.13,0.47,0.08,0.53,0.17,0.55,0.44,0.27,0.42,0.04,0.27,0.53,0.35,0.41,0.47,0.49,0.44,0.2,0.1,0.21,0.42,0.51,0.46,0.71,0.04,0.59,0.04,0.29,0.16,0.36,0.5,0.48,0.38,0.03,0.07,0.49,0.06,0.15,0.52,0.02,0.5,0.39,0.1,0.21,0.3,0.33,0.0,0.18,0.45,0.33,0.27,0.29,0.44,0.21,0.26,0.52,0.11,0.47,0.41,0.22,0.61,0.29,0.55,0.44,0.53,0.12,0.26,0.49,0.47,0.43,0.58,0.5,0.67,0.61,0.48,0.01,0.5,0.62,0.4,0.19,0.34,0.66,0.05,0.39,0.5,0.56,0.45,0.59,0.54,0.6,0.55,0.33,0.57,0.61,0.01,0.6,0.32,0.4,0.27,0.24,0.67,0.07,0.58,0.29,0.04,0.4,0.45,0.49,0.23,0.66,0.49,0.34,0.33,0.58,0.15,0.51,0.27,0.56,0.5,0.44,0.39,0.46,0.49,0.51,0.02
jQuery,0.01,0.06,0.0,0.05,0.0,0.06,0.12,0.0,0.03,0.0,0.0,0.0,0.0,0.02,0.01,0.12,0.03,0.0,0.0,0.0,0.01,0.0,0.0,0.13,0.0,0.08,0.0,0.0,0.02,0.0,0.13,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.14,0.01,0.0,0.0,0.03,0.04,0.0,0.0,0.0,0.03,0.01,0.0,0.02,0.0,0.0,0.01,0.0,0.17,0.08,0.0,0.02,0.0,0.0,0.21,0.02,0.0,0.0,0.01,0.04,0.0,0.09,0.0,0.02,0.02,0.01,0.99,0.0,0.13,0.08,0.0,0.19,0.0,0.0,0.0,0.04,0.0,0.0,0.01,0.05,0.01,0.49,0.0,0.01,0.02,0.0,0.06,0.0,0.04,0.04,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.18,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.01,0.0,0.0,0.01,0.02,0.01
java api,0.0,0.12,0.0,0.19,0.04,0.15,0.09,0.02,0.08,0.0,0.03,0.02,0.0,0.08,0.07,0.21,0.08,0.0,0.0,0.59,0.01,0.0,0.0,0.41,0.0,0.27,0.01,0.02,0.0,0.25,0.34,0.04,0.13,0.0,0.0,0.0,0.04,0.11,0.2,0.0,0.32,0.03,0.05,0.0,0.06,0.01,0.0,0.0,0.0,0.17,0.09,0.0,0.08,0.04,0.0,0.04,0.0,0.01,0.06,0.0,0.13,0.0,0.0,0.13,0.29,0.39,0.0,0.04,0.16,0.06,0.33,0.0,0.24,0.11,0.0,0.38,0.0,0.29,0.11,0.0,0.0,0.0,0.0,0.01,0.0,0.81,0.4,0.04,0.07,0.0,0.11,0.18,0.09,0.12,0.0,0.07,0.15,0.2,0.04,0.0,0.05,0.0,0.0,0.03,0.0,0.0,0.0,0.14,0.0,0.38,0.16,0.03,0.0,0.01,0.0,0.03,0.01,0.0,0.0,0.06,0.0,0.14,0.16,0.17,0.36
jdklib,0.22,0.35,0.0,0.35,0.0,0.41,0.3,0.21,0.31,0.0,0.22,0.09,0.04,0.32,0.35,0.4,0.32,0.02,0.0,0.12,0.14,0.14,0.01,0.57,0.0,0.41,0.01,0.01,0.13,0.03,0.47,0.24,0.41,0.01,0.0,0.0,0.02,0.07,0.5,0.0,0.46,0.37,0.04,0.0,0.23,0.23,0.0,0.0,0.03,0.35,0.29,0.05,0.3,0.02,0.03,0.31,0.0,0.28,0.38,0.01,0.46,0.02,0.0,0.42,0.34,0.0,0.16,0.25,0.39,0.18,0.46,0.14,0.26,0.39,0.27,0.04,0.36,0.52,0.43,0.01,0.26,0.25,0.0,0.39,0.16,0.13,0.04,0.37,0.34,0.07,0.14,0.08,0.43,0.37,0.0,0.42,0.05,0.37,0.33,0.0,0.21,0.01,0.27,0.3,0.0,0.23,0.18,0.09,0.09,0.55,0.44,0.25,0.01,0.19,0.0,0.28,0.01,0.34,0.32,0.34,0.06,0.14,0.35,0.35,0.01
jenkins,0.22,0.24,0.01,0.19,0.0,0.28,0.2,0.07,0.13,0.07,0.11,0.01,0.06,0.1,0.19,0.13,0.11,0.05,0.0,0.1,0.24,0.33,0.03,0.31,0.0,0.1,0.01,0.0,0.12,0.01,0.2,0.31,0.12,0.01,0.05,0.25,0.0,0.02,0.33,0.05,0.15,0.16,0.0,0.02,0.1,0.29,0.0,0.0,0.18,0.15,0.11,0.21,0.16,0.0,0.17,0.09,0.0,0.36,0.22,0.07,0.13,0.12,0.14,0.23,0.09,0.1,0.08,0.12,0.14,0.22,0.18,0.2,0.28,0.19,0.14,0.0,0.22,0.32,0.26,0.19,0.25,0.2,0.02,0.18,0.38,0.02,0.02,0.23,0.17,0.4,0.32,0.03,0.3,0.21,0.01,0.16,0.05,0.11,0.11,0.28,0.17,0.0,0.32,0.11,0.22,0.14,0.08,0.1,0.17,0.29,0.13,0.07,0.09,0.19,0.0,0.14,0.0,0.18,0.37,0.18,0.08,0.29,0.14,0.1,0.01
jms-module,0.27,0.44,0.01,0.46,0.02,0.55,0.38,0.36,0.33,0.01,0.31,0.13,0.19,0.36,0.54,0.44,0.45,0.11,0.01,0.21,0.22,0.46,0.03,0.61,0.0,0.37,0.01,0.04,0.23,0.17,0.53,0.11,0.48,0.01,0.01,0.26,0.04,0.07,0.53,0.02,0.52,0.33,0.03,0.03,0.28,0.34,0.02,0.01,0.18,0.44,0.32,0.2,0.45,0.15,0.05,0.42,0.05,0.42,0.44,0.01,0.53,0.31,0.01,0.52,0.42,0.0,0.2,0.27,0.33,0.35,0.52,0.07,0.52,0.64,0.45,0.03,0.5,0.55,0.38,0.01,0.51,0.65,0.01,0.39,0.48,0.16,0.05,0.56,0.47,0.52,0.65,0.12,0.58,0.67,0.0,0.57,0.11,0.37,0.38,0.35,0.59,0.01,0.52,0.23,0.12,0.39,0.45,0.12,0.11,0.61,0.48,0.27,0.04,0.37,0.01,0.43,0.05,0.33,0.53,0.43,0.07,0.36,0.54,0.42,0.09
jointcal,0.15,0.42,0.14,0.4,0.08,0.85,0.28,0.27,0.16,0.15,0.38,0.87,0.08,0.21,0.17,0.32,0.3,0.05,0.03,0.98,0.16,0.58,0.02,0.58,0.12,0.41,0.25,0.06,0.06,0.59,0.43,0.1,0.29,0.04,0.01,0.04,0.49,0.14,0.67,0.16,0.22,0.07,0.49,0.0,0.33,0.67,0.01,0.07,0.12,0.49,0.27,0.1,0.17,0.02,0.05,0.24,0.19,0.9,0.22,0.09,0.09,0.3,0.18,0.32,0.18,0.97,0.03,0.23,0.03,0.18,0.16,0.73,0.08,0.27,0.07,0.8,0.33,0.42,0.06,0.18,0.1,0.06,0.01,0.17,0.31,0.44,0.04,0.44,0.6,0.2,0.34,0.03,0.36,0.18,0.01,0.3,0.39,0.16,0.11,0.1,0.52,0.59,0.01,0.17,0.21,0.26,0.11,0.33,0.09,0.8,0.35,0.03,0.03,0.8,0.22,0.14,0.08,0.25,0.55,0.14,0.16,0.04,0.36,0.07,0.79
json api,0.0,0.04,0.0,0.18,0.0,0.01,0.13,0.04,0.07,0.0,0.01,0.14,0.0,0.08,0.15,0.22,0.1,0.0,0.0,0.18,0.0,0.05,0.0,0.28,0.01,0.15,0.0,0.01,0.0,0.02,0.28,0.0,0.08,0.0,0.0,0.0,0.07,0.06,0.14,0.0,0.27,0.19,0.01,0.0,0.08,0.0,0.0,0.0,0.0,0.17,0.12,0.0,0.23,0.02,0.0,0.02,0.0,0.04,0.09,0.0,0.2,0.0,0.0,0.23,0.13,0.01,0.0,0.04,0.13,0.07,0.23,0.0,0.16,0.07,0.0,0.0,0.14,0.2,0.06,0.0,0.04,0.0,0.0,0.11,0.02,0.28,0.03,0.0,0.06,0.01,0.0,0.02,0.03,0.06,0.0,0.09,0.02,0.19,0.01,0.0,0.01,0.0,0.0,0.04,0.0,0.0,0.0,0.09,0.0,0.33,0.19,0.05,0.0,0.04,0.0,0.03,0.0,0.01,0.01,0.15,0.0,0.01,0.03,0.07,0.01
jupyter_firefly_extensions,0.44,0.38,0.02,0.38,0.08,0.38,0.44,0.23,0.25,0.02,0.16,0.44,0.18,0.23,0.29,0.35,0.34,0.14,0.04,0.22,0.14,0.39,0.12,0.52,0.1,0.21,0.04,0.02,0.3,0.31,0.45,0.35,0.31,0.03,0.1,0.35,0.05,0.14,0.46,0.21,0.36,0.21,0.1,0.07,0.19,0.39,0.0,0.07,0.08,0.25,0.17,0.34,0.28,0.12,0.07,0.22,0.47,0.43,0.33,0.04,0.31,0.25,0.09,0.46,0.24,0.01,0.11,0.12,0.29,0.07,0.3,0.42,0.35,0.43,0.36,0.02,0.25,0.51,0.38,0.19,0.43,0.44,0.03,0.28,0.47,0.21,0.01,0.43,0.32,0.46,0.43,0.32,0.47,0.37,0.0,0.37,0.24,0.16,0.31,0.27,0.28,0.06,0.44,0.19,0.36,0.17,0.17,0.56,0.25,0.45,0.26,0.16,0.15,0.28,0.01,0.18,0.22,0.41,0.52,0.26,0.23,0.51,0.32,0.19,0.07
jupyterlabutils,0.2,0.24,0.0,0.3,0.01,0.26,0.23,0.1,0.17,0.0,0.05,0.05,0.0,0.13,0.19,0.24,0.15,0.01,0.0,0.07,0.06,0.17,0.01,0.39,0.0,0.18,0.0,0.0,0.09,0.02,0.28,0.02,0.17,0.0,0.0,0.0,0.01,0.1,0.31,0.0,0.26,0.16,0.01,0.0,0.09,0.2,0.0,0.0,0.01,0.21,0.1,0.11,0.21,0.0,0.0,0.11,0.0,0.33,0.2,0.0,0.25,0.05,0.0,0.28,0.12,0.05,0.03,0.09,0.14,0.04,0.24,0.03,0.2,0.2,0.1,0.01,0.21,0.35,0.24,0.0,0.25,0.12,0.0,0.2,0.22,0.03,0.01,0.18,0.19,0.19,0.19,0.14,0.23,0.23,0.0,0.29,0.02,0.16,0.14,0.03,0.13,0.01,0.15,0.1,0.04,0.04,0.03,0.05,0.02,0.43,0.16,0.06,0.03,0.14,0.0,0.12,0.0,0.11,0.31,0.19,0.02,0.05,0.2,0.18,0.01
leader election,0.13,0.02,0.03,0.01,0.07,0.01,0.02,0.0,0.0,0.04,0.01,0.23,0.01,0.01,0.01,0.01,0.01,0.0,0.07,0.84,0.0,0.01,0.0,0.05,0.05,0.0,0.18,0.07,0.01,0.15,0.03,0.04,0.02,0.02,0.17,0.08,0.22,0.16,0.04,0.07,0.0,0.0,0.35,0.02,0.0,0.0,0.01,0.06,0.03,0.01,0.03,0.04,0.02,0.12,0.01,0.0,0.07,0.05,0.02,0.0,0.02,0.0,0.01,0.03,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.01,0.17,0.03,0.01,0.01,0.08,0.0,0.01,0.02,0.02,0.01,0.2,0.01,0.02,0.0,0.03,0.14,0.06,0.08,0.0,0.03,0.02,0.09,0.01,0.0,0.2,0.01,0.17,0.03,0.03,0.12,0.01,0.0,0.07,0.02,0.02,0.01,0.01,0.02,0.06,0.01,0.04,0.05,0.14,0.02,0.0,0.09,0.02,0.0,0.01,0.22
legacy-ui,0.21,0.16,0.0,0.1,0.0,0.27,0.15,0.0,0.05,0.0,0.07,0.13,0.0,0.17,0.19,0.04,0.1,0.02,0.0,0.02,0.1,0.11,0.0,0.42,0.0,0.06,0.01,0.0,0.01,0.05,0.12,0.08,0.19,0.0,0.02,0.02,0.01,0.2,0.15,0.01,0.13,0.07,0.01,0.0,0.1,0.08,0.0,0.0,0.05,0.25,0.2,0.04,0.14,0.0,0.0,0.11,0.0,0.1,0.04,0.0,0.15,0.01,0.0,0.15,0.14,0.0,0.03,0.12,0.07,0.05,0.31,0.27,0.28,0.16,0.32,0.01,0.33,0.13,0.05,0.05,0.23,0.05,0.0,0.03,0.28,0.03,0.02,0.09,0.11,0.15,0.17,0.08,0.33,0.17,0.0,0.14,0.01,0.13,0.09,0.01,0.09,0.02,0.08,0.01,0.11,0.01,0.06,0.09,0.06,0.5,0.28,0.06,0.02,0.06,0.01,0.0,0.0,0.23,0.11,0.1,0.11,0.06,0.27,0.12,0.0
libindy,0.09,0.28,0.0,0.27,0.0,0.3,0.29,0.02,0.22,0.0,0.1,0.1,0.0,0.16,0.24,0.28,0.26,0.01,0.0,0.03,0.09,0.34,0.0,0.47,0.0,0.2,0.0,0.0,0.07,0.02,0.32,0.01,0.24,0.0,0.0,0.0,0.0,0.02,0.31,0.0,0.29,0.15,0.0,0.0,0.14,0.23,0.0,0.0,0.03,0.21,0.15,0.16,0.21,0.0,0.0,0.15,0.02,0.27,0.35,0.0,0.32,0.16,0.0,0.43,0.2,0.01,0.04,0.08,0.12,0.04,0.33,0.17,0.25,0.34,0.22,0.01,0.41,0.45,0.19,0.0,0.28,0.49,0.0,0.21,0.44,0.11,0.01,0.24,0.18,0.23,0.18,0.01,0.38,0.32,0.0,0.33,0.04,0.1,0.19,0.01,0.26,0.01,0.14,0.15,0.01,0.12,0.17,0.15,0.14,0.52,0.19,0.02,0.01,0.26,0.0,0.12,0.0,0.14,0.41,0.24,0.07,0.04,0.21,0.05,0.01
libprocess,0.16,0.25,0.0,0.31,0.0,0.28,0.23,0.1,0.09,0.0,0.09,0.04,0.0,0.13,0.2,0.22,0.22,0.01,0.01,0.12,0.02,0.19,0.0,0.37,0.01,0.26,0.01,0.01,0.01,0.02,0.33,0.01,0.24,0.0,0.0,0.0,0.03,0.07,0.3,0.01,0.26,0.06,0.07,0.0,0.21,0.13,0.0,0.01,0.0,0.24,0.15,0.0,0.11,0.01,0.0,0.16,0.0,0.13,0.14,0.0,0.26,0.13,0.0,0.18,0.22,0.0,0.01,0.07,0.11,0.05,0.26,0.01,0.24,0.17,0.13,0.01,0.27,0.41,0.2,0.0,0.18,0.02,0.0,0.13,0.26,0.19,0.04,0.31,0.19,0.08,0.2,0.02,0.39,0.13,0.0,0.22,0.02,0.15,0.19,0.0,0.09,0.02,0.01,0.19,0.01,0.04,0.08,0.07,0.02,0.41,0.17,0.07,0.01,0.03,0.01,0.15,0.01,0.18,0.18,0.07,0.02,0.05,0.24,0.19,0.04
libprocs,0.15,0.31,0.0,0.41,0.01,0.34,0.31,0.05,0.18,0.0,0.1,0.14,0.0,0.16,0.21,0.3,0.29,0.01,0.02,0.27,0.03,0.27,0.01,0.52,0.02,0.3,0.01,0.01,0.02,0.09,0.4,0.02,0.28,0.0,0.0,0.01,0.02,0.09,0.34,0.01,0.35,0.03,0.07,0.0,0.18,0.17,0.0,0.0,0.0,0.29,0.17,0.02,0.22,0.02,0.0,0.21,0.01,0.29,0.19,0.0,0.31,0.04,0.0,0.37,0.22,0.01,0.02,0.03,0.25,0.06,0.35,0.05,0.27,0.32,0.13,0.01,0.18,0.48,0.24,0.01,0.38,0.17,0.01,0.1,0.3,0.36,0.04,0.23,0.18,0.13,0.32,0.03,0.38,0.28,0.0,0.37,0.05,0.17,0.13,0.01,0.21,0.02,0.01,0.12,0.01,0.07,0.06,0.25,0.05,0.5,0.19,0.05,0.02,0.1,0.0,0.07,0.01,0.24,0.4,0.13,0.05,0.07,0.27,0.19,0.02
libsovrin,0.12,0.28,0.0,0.27,0.0,0.34,0.26,0.02,0.2,0.0,0.13,0.02,0.0,0.16,0.22,0.28,0.21,0.01,0.0,0.02,0.14,0.31,0.0,0.44,0.0,0.17,0.03,0.0,0.1,0.01,0.37,0.05,0.26,0.0,0.0,0.0,0.0,0.01,0.35,0.0,0.29,0.09,0.0,0.0,0.16,0.28,0.0,0.0,0.06,0.16,0.11,0.16,0.17,0.0,0.0,0.15,0.0,0.3,0.28,0.0,0.2,0.17,0.0,0.3,0.23,0.0,0.06,0.11,0.17,0.09,0.32,0.1,0.34,0.28,0.31,0.0,0.3,0.44,0.22,0.0,0.3,0.16,0.0,0.17,0.29,0.07,0.01,0.33,0.22,0.07,0.09,0.02,0.41,0.26,0.0,0.27,0.01,0.12,0.19,0.0,0.22,0.02,0.14,0.08,0.01,0.14,0.23,0.03,0.08,0.43,0.21,0.05,0.03,0.23,0.0,0.07,0.0,0.17,0.35,0.18,0.06,0.03,0.22,0.14,0.0
libvcx,0.08,0.32,0.0,0.33,0.0,0.34,0.39,0.16,0.29,0.0,0.15,0.04,0.02,0.28,0.22,0.32,0.32,0.07,0.01,0.11,0.25,0.3,0.04,0.43,0.0,0.35,0.02,0.02,0.12,0.03,0.38,0.03,0.31,0.0,0.0,0.0,0.08,0.08,0.41,0.01,0.37,0.24,0.04,0.0,0.22,0.23,0.0,0.0,0.27,0.27,0.22,0.12,0.25,0.05,0.04,0.3,0.0,0.52,0.35,0.01,0.38,0.29,0.01,0.45,0.25,0.0,0.16,0.21,0.31,0.17,0.38,0.11,0.31,0.4,0.24,0.0,0.22,0.41,0.29,0.0,0.34,0.4,0.0,0.24,0.31,0.28,0.03,0.36,0.26,0.15,0.16,0.05,0.35,0.38,0.0,0.36,0.02,0.26,0.24,0.0,0.25,0.01,0.42,0.23,0.0,0.23,0.24,0.1,0.09,0.49,0.35,0.21,0.04,0.12,0.01,0.21,0.0,0.35,0.34,0.21,0.13,0.06,0.34,0.33,0.01
log,0.01,0.08,0.01,0.26,0.0,0.04,0.09,0.21,0.26,0.0,0.03,0.0,0.0,0.12,0.15,0.2,0.29,0.0,0.0,0.14,0.06,0.19,0.0,0.38,0.0,0.58,0.06,0.01,0.01,0.06,0.28,0.0,0.64,0.05,0.02,0.03,0.01,0.28,0.25,0.01,0.22,0.05,0.11,0.01,0.07,0.02,0.0,0.02,0.01,0.33,0.3,0.06,0.18,0.0,0.0,0.08,0.01,0.06,0.23,0.0,0.07,0.01,0.0,0.05,0.3,0.08,0.02,0.16,0.13,0.02,0.33,0.26,0.09,0.15,0.03,0.0,0.33,0.22,0.14,0.02,0.01,0.01,0.0,0.07,0.03,0.0,0.07,0.12,0.05,0.02,0.38,0.03,0.46,0.18,0.0,0.11,0.0,0.12,0.01,0.61,0.29,0.08,0.0,0.05,0.02,0.03,0.02,0.01,0.0,0.52,0.23,0.12,0.05,0.27,0.0,0.02,0.02,0.17,0.07,0.15,0.01,0.12,0.03,0.09,0.18
log4cxx,0.42,0.37,0.22,0.43,0.03,0.46,0.49,0.39,0.46,0.3,0.28,0.15,0.2,0.32,0.44,0.39,0.4,0.35,0.02,0.32,0.43,0.48,0.15,0.59,0.03,0.37,0.03,0.18,0.21,0.23,0.44,0.49,0.46,0.07,0.08,0.53,0.06,0.24,0.48,0.08,0.41,0.41,0.19,0.3,0.3,0.32,0.03,0.14,0.49,0.36,0.3,0.35,0.39,0.09,0.26,0.43,0.05,0.5,0.43,0.19,0.54,0.34,0.49,0.55,0.43,0.17,0.28,0.37,0.42,0.34,0.47,0.52,0.55,0.56,0.47,0.02,0.39,0.54,0.32,0.25,0.49,0.49,0.08,0.5,0.51,0.25,0.1,0.57,0.43,0.5,0.59,0.14,0.6,0.59,0.0,0.46,0.07,0.32,0.24,0.45,0.46,0.06,0.47,0.27,0.39,0.5,0.51,0.43,0.12,0.61,0.46,0.29,0.49,0.52,0.03,0.33,0.21,0.59,0.51,0.46,0.09,0.4,0.46,0.37,0.04
