Skills,HTML,Wireframing and Prototyping,MongoDB,Build Automation,Kubernetes,Hardware/Software Integration,Data Visualization,DevOps,User Research,Microsoft SQL Server,System Architecture Design,Azure,Virtualization VMware,Risk Management,Data Mining,Usability Testing,Security Best Practices,Cloud Architecture,Selenium,CoAP,Firewall Configuration,Cloud Native Application Development,IoT,Routing and Switching,PyTorch,Incident Response,SVN,Docker,UX Design,Git,Scalability and Performance Optimization,TCP/IP,Technical Documentation,scikit-learn,Vue.js,TensorFlow,Cassandra,ETL,Responsive Design,SQL,Performance Testing,Data Warehousing,GCP,Hadoop,Project Planning,UX/UI Design and Prototyping,MySQL,RDBMS,Computer Vision,Data Manipulation and Cleaning,Data Manipulation,UI Design,Data Modeling,Oracle,Virtualization Hyper-V,Security Auditing,Adobe XD,Cross Browser Compatibility,User Centric Design,Scrum,IT Support,Cryptocurrency development,Active Directory,Web Accessibility,System Administration,JUnit,Budgeting,Disaster Recovery Planning,Manual Testing,RESTful Architecture,Troubleshooting,React,Server Administration,Network Security,Malware Analysis,Django,Natural Language Processing,Continuous Integration/Continuous Deployment,Test-Driven Development (TDD),GraphQL,Web Development,Wireless Networking,PostgreSQL,Big Data Technologies,Android Mobile App Development,Flask,REST,Smart contracts,Integration Testing and System Testing,iOS Mobile App Development,JavaScript,AI,Machine Learning,Network Monitoring,Matplotlib,Embedded Systems,Spark,Penetration Testing,Software Design Patterns,Node.js,Sensor Integration,Kanban,VoIP (Voice over Internet Protocol),Agile Methodologies,CSS,Blockchain security,Cryptography,Flutter,Sketch,Backup and Recovery,Quality Assurance,Ethical Hacking,NoSQL,React Native,Pandas,Real-Time Systems,AWS,Angular,Responsive Web Design,Data Engineering,VPN,pytest,Memory Management and Performance Profiling,Intrusion Detection,MQTT
Testing,,,,,,,,,,,,,,,,0.99,,,0.71,,,,,,,,,,,,,,,,,,,0.77,,,0.98,,,,,,,,,,,,,,,,,,,,,,,,,0.89,,,0.97,,,,,,,,,,0.97,,,,,,,,,,0.94,,,,,,,,0.74,0.97,,,,,,,,,,,,,,,,,,,,,,,,0.98,,,0.86
Testing Infrastructure,,,,,,,,,,,,,,,,,,,0.63,0.63,,,,,0.69,,,,,,,0.64,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.83,,,,,,,,,,,0.76,,,,,,,,,,,0.69,,,,,,,,,,,,,,,,,0.7
Tests,,,,,,,,,,,,,,,,0.98,,,,,,,,,,,,,,,,,,,,,,,,,0.98,,,,,,,,,,,,,,,,,,,,,,,,,0.86,,,0.95,,,,,,,,,,0.93,,,,,,,,,,0.9,,,,,,,,,0.97,,,,,,,,,,,,,,,,,,,,,,,,0.94,,,0.8
Testsuite,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Text/HTML Module,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Theme,,,,,,,,,,,,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91,,,,,,,,,,
Themes,,,,,,,,,,,,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Third Party Software,,,0.85,,0.73,,,,,,,0.6,,,,,,,0.93,0.93,,,,,0.94,,,0.85,,,,,,0.88,,,,,,,,,,,,,,,,,,,,,,,0.79,,,,,,,,,,,,,,,,,,,0.77,,,,,,,0.94,,,0.87,,,,,,,,,,,0.79,,,,,,,,,,,0.86,,,,,,,,,,,,,,,,,0.87
Timezone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93
Tizen,,,,,,,,,,,,,,,,,,,,,,,,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.63,,,,,,,,,,,,,,,
Tooling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.66
Tooling API,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78
Tooling Client,,,,,,,,,,,,,,,,,,,0.6,0.63,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.68
Transaction Management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95
Translations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transport,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91
Transport: (new transport),,,,,,,,,,,,,,,,,,,,,,,,0.87,,,,,,0.68,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84,,,,,,,,,,,,,,,,,0.71,,,,,,,,,,,0.91
Transport: (other),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94
Transport: EJB / RMI,,,,,,,,,,,,,,,,,,,,,,,,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transport: Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78
Transport: FTP / SFTP,,,,,,,,,,,,,,,,,,,,,,,,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transport: Quartz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.67
Transport: Stream (System.in/out),,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.61
Transport: TCP / UDP / SSL / Multicast,,,,,,,,,,,,,,,,,,,,,,,,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.62
UGC,,,,,,,,,0.75,,,0.76,,,,,,,,,,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,,,,,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64,,,,,,,,,,,,,,,
UI,,,,,,,,,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96,,,,,,0.99,,,,,,,0.98,,,,,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81,,0.71,,,,,,,,,,,,,,,
UI / UX,,,,,,,,,,,,0.65,,,,0.84,,,,,,,,,,,,,0.81,,,,,,,,,,,,,,,,,0.98,,,,,,0.92,,,,,0.84,,0.99,,,,,0.79,,,,,,,,,,,,,,,,,,,,,,0.65,,,,,,,,,,,0.63,,,,,,,,,,,0.83,,,,,,,,,,,0.8,,,,,,
UI / Usability,0.7,,,,,,,,,,,,,,,0.89,,,,,,,,,,,,,0.96,,,,,,,,,,,,,,,,,0.97,,,,,,0.92,,,,,0.7,,0.99,,,,,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,0.9,,,,,,
UX,,,,,,,,,0.87,,,,,,,0.82,,,,,,,,,,,,,0.98,,,,,,,,,,,,,,,,,0.93,,,,,,0.95,,,,,0.8,,0.98,,,,,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69,,,,,,,,,,,0.71,,,,,,,,,,,0.67,,,,,,
Unit tests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6
Universal Plugin Manager / Manage apps,,,,,,,,,,,,0.71,,,,,,,,0.76,,,,,,,,,,,,,,,,,,,,,,,0.64,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.67,,,,,,,,,,,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91,,,,,,,,,,,,
Update,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.65,0.64,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,
Upgrade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upgrade ,,,,,,,,,,,,,,,,,,,,0.67,,,,,,,,,,,,,,,,,,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upgrade/Downgrade,,,,,,,,,,,,,,,,,,,,0.72,,,,0.68,,,,,,,,,,,,,,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upgrading,0.61,,,,,,,,,0.61,,0.87,,,,,,,0.68,0.78,0.81,,,0.9,0.81,,0.75,,,0.8,,,,,,,0.6,0.9,,,,,0.7,,,,,,,,,,,0.63,0.87,,0.68,,,,,,,,,,,,,,,0.6,,,,,,,,,,0.7,0.68,0.63,,,,,,,0.61,,,,,,0.8,,,0.63,0.65,,,,,,,,,,,,,,0.75,,,0.68,,,0.84,,,,0.6
Upstream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.62,,,,,,,
Usability,0.6,,,,,,,,,,,0.73,,,,0.98,,,,0.76,,,,,,,,,0.8,,,,,,,,,,,,,,,,,0.79,,,,,,,,,,,,,0.98,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,0.62,,,,,,,,,0.66,,,,,,,,,,,,,,,,,,0.64,,,,,,,
User - Authentication,,,,,,,,,,,,0.63,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User - Follow,0.85,,,,,,,,,,,0.73,,,,,,,,0.85,,,,,,,,,,,,,,,,0.6,0.71,0.93,0.7,,,,,,,,,,,,,,,,,,,0.68,0.79,,,,,0.71,,,,,,,,0.63,,,,,,0.61,,,,,,,0.61,,,0.67,,,0.85,,,,,,0.85,,,0.68,,,0.64,,0.81,,,0.86,,,,,,,0.82,,,0.85,0.88,,,,,,
User - Global / Space Permissions,,,,,,,,,,,,,,,,,,,,0.79,,,,,,,,,,,,,,,,,,,,,,,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.77,,,,
User - Groups,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User - Management,0.63,,,,,,,,,,,,,,,,,,,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78
User - Mentions,0.75,,,,,,,,,,,,,,,,,,,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.67,,,,,,,
User - Profile,0.76,,,,,,,,,,,,,,,,,,,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.68,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,
User Console,0.66,,,,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,
User Management,,,,,,,,,,,,,,,,,,,,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User Management - Groups ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User Management - Others,,,,,,,,,,,,,,,,,,,,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User Management - User Profile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"User Management, Crowd & LDAP integration",,,,,,,,,,,,,,,,,,,,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User Profile,0.66,,,,,,,,,,,0.61,,,,,,,,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User Profile Controls,0.61,,,,,,,,,,,0.62,,,,,,,,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,
User interface,0.89,,,,,,,,,,,0.69,,,,0.63,,,,0.8,,,,,,,0.86,,0.98,,,,,,,,,0.91,,,,,0.68,,,0.97,,,,,,0.99,,,,,0.79,,0.95,,,,,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.62,,,,,0.7,,,0.87,,,,,,,,,,0.9,,,,,,,0.86
Utility,,,,,,,,,,,,,,,,0.92,,,,0.61,,,,,,,,,,,,,,,,,,0.84,,,,,,,,,,,,,,0.96,,,,,,,,,,,,,,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCS task,,,,,,,0.88,,,,,,0.81,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,0.85,,,,,,,,,0.67,,,,,,,,,,,,,,,0.94,,,,,,,,,,,,,0.68,,,,,,,,,,,,,,,,,,,,,,0.62,,,,,,,,,,,,,0.67,,,,
Validation,,,,,,,,,,,,0.79,,,,,,,,0.71,,,,,,,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Validator Global State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Validator Networking,,,,,,,,,,,,,,,,,,,,0.63,,,,,,,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variables,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.63,,,,,,,,,,,,,,,
Verification,,,,,,,,,,,,0.72,,,,,,,,0.64,,,,,,,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.83,,,,,,,,,,,,,,
Versions,,,,,,,,,,,,,,,,,,,,,,,,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Views,0.83,,,,,,,,,,,0.69,,,,,,,,,,,,,,,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.63,,,0.72,,,,,,,,,,,,,,,,,,,,,,,,,0.86,0.8,,,,,,
WRM,,0.88,,,,,,,,,,,,0.88,,,,,,,0.72,,,0.73,,0.82,,,,,,,0.62,,,,,,0.79,,,,,,,,,,,0.64,,,,,,,,0.67,,,,,,0.69,,,,0.78,,,,0.62,,,,,0.78,,,,,0.83,,,,,,,,,,,,0.65,,,,,,,,,,,,,,,,0.9,,,,0.84,,0.74,,,0.87,,,,,,
WSS Module,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Web Interface - Keyboard Navigation,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Web Resources Manager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Web Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
Windows Hybrid,,,,,,0.72,,,,,,,,,,,,,,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.61,,,,,,,,,,,,,,,
Wire Protocol,,,,,,,,,,,,,,,,,,,,0.61,,,,,,,,,,,,,,,,,,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Workflow Triggers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81
XO Family,,,,,,,,,,,,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64,,,,,,,
YAML,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afw,,0.61,,,,,,,,,,0.93,,,,,0.72,,,0.64,0.72,0.88,,,,,,,,,,,,,,,0.66,,,,,,,,,,,,,,,,,0.86,,,0.99,0.78,,,,,0.68,0.94,,,,,,,,0.75,0.78,,,,,,,,0.76,0.7,,,0.78,0.73,,,,0.6,,0.64,,,,,0.7,,,,,0.62,,,,,,0.89,,,,,,0.89,,,0.9,0.75,0.68,,0.63,,,,
agent,,,,,,,,,,,,0.92,,,,,,,,0.77,,,,0.64,,,0.61,,,,,,,,,,0.62,0.6,,,,,,,,,,,,,,,,,,,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.74,,,,,0.79,,,,,,,0.75,,,,,,,,,,,,,0.61,0.88,,,,,,,
alert_packet,,,,,,,,,,,,0.67,,,,,,,,0.65,,,,0.63,,,,,,,,0.63,,,,0.68,,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72,,,,,,,,0.71,,,,,,,,,0.68,0.6,0.68,0.73,,0.6,,,,,0.6,,,,,,,0.65,,,,,,0.62,,,,,0.67,,,,,,
alert_stream,0.6,,,,,,,,,,,0.62,,,,,,,,,,,,0.68,,,,,,,,,,,,0.7,,0.69,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,0.64,,,,,,,,,,,0.6,,,,,0.61,0.72,0.6,0.65,0.64,,,,,,,,,0.6,,,,,0.64,,,,,,0.64,,,,0.61,0.68,,,,,,
allocation,,,,,,,,,,,,,,,,,,,,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amplify-sdk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
antlr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64,,,,0.73,,,,,,,
ap,,,,0.69,,,,,,,,0.87,,,,,,,,0.69,,0.64,,0.61,0.69,,,,,,,0.66,,,,,,0.63,0.69,,0.78,,,,0.76,,,,,,,,,,,,0.98,,,,,,,0.71,,,,,,0.67,,0.69,0.78,,,,,,,,,,,,0.83,,,,,0.86,,,,,,0.62,0.71,,,,,,,,,,,0.63,,0.76,,,,0.64,,,,0.78,0.78,,,0.6,,,
ap_association,,,,,,,,,,,,0.79,,,,,,,,0.77,,,,,,,,,,,,,,,,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ap_pipe,,,,,,,,,,,,,,,,,,,,,,,,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ap_verify,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,0.71,,,,,,,,,,,,,0.61,,,,,,,,,,,,,,,,,,,,,,,,,0.64,,,,,,,,,,,,,,,,,0.6,,0.7,0.67,,,,,,,0.6,,,,,0.6,,,,,,,,,,,,,,,,,,,
apk,,,,,,,,,,,,,,,,,,,,,,,,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86,,,,,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
app,,,,,,,,,,,,,,,,,,,,0.86,,0.83,,0.76,,,,,,,,,,,,,,,,,0.66,,,,,,,,,,,,,,,,0.66,,,,,,,,,,,,,,0.62,,,,,,,0.63,,,,,,,0.98,,,,,0.98,0.83,0.63,,,,,,0.6,,0.61,,,,,,,,,,0.71,,,,0.6,,,,,,,,0.76,,0.73,
appcd,,,,,,,,,,,,,,0.63,,,,,,0.76,0.83,0.83,,,0.75,0.86,,,,,,,,,,,0.81,,,,,,,,,,,,,,0.6,,,0.91,,,0.99,,,,,,0.88,,,,,0.92,,,0.6,,,,,,,,,,,,,,0.96,0.61,,,,0.96,,,,,,,0.71,0.64,,,,,,,,,,0.6,,0.7,,0.61,,,0.74,,,0.74,,,,,0.63,,
